,doi,title,publication_year,citation,language,source_name,topic,authors,institutions,topics,concepts
98,https://doi.org/10.19184/jfgs.v1i2.25515,Rohana Kuddus: Gender Dan Gerakan Sosial-Politik,2021,3,en,Deleted Journal,Gender and Women's Rights,['Soraya Oktarina'],['Institut Agama Islam Negeri Bukittinggi'],"[""Gender and Women's Rights""]","['Emancipation', 'Politics', 'Gender studies', 'Sociology', 'Political science', 'Gender equality', 'Law']"
99,https://doi.org/10.15548/jk.v11i2.395,PEREMPUAN KAPUK DALAM EKSPEKTASI BUDAYA PATRIARKI (SEBUAH ANALISIS BEBAN GANDA GENDER),2021,5,en,Kafa`ah Journal of Gender Studies,Gender and Women's Rights,"['Khoirul Huda', 'Linda Ayu Renggani']","['Universitas PGRI Madiun', 'Universitas PGRI Madiun']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics']","['Context (archaeology)', 'Face (sociological concept)', 'Injustice', 'Order (exchange)', 'Pandemic', 'Sociology', 'Dual (grammatical number)', 'Coronavirus disease 2019 (COVID-19)', 'Economic growth', 'Political science', 'Gender studies', 'Business', 'Geography', 'Economics', 'Social science', 'Law', 'Medicine', 'Infectious disease (medical specialty)', 'Art', 'Literature', 'Disease', 'Archaeology', 'Finance', 'Pathology']"
100,https://doi.org/10.52208/klasikal.v4i2.218,WOMEN’S STRUGGLE TO ACHIEVE THEIR GENDER EQUALITY IN PRIDE AND PREJUDICE AND JURNAL PH.D MAMA: A COMPARATIVE STUDY,2022,6,en,KLASIKAL JOURNAL OF EDUCATION LANGUAGE TEACHING AND SCIENCE,Gender and Women's Rights,"['Olga A. Rorintulus', 'Imelda Lolowang', 'Aprillya Alwien Suoth', 'Devilito Prasetyo Tatipang', 'Pritania V. V. Mokalu', 'Blessy Wilar', 'Geral Pratasik']","['Manado State University', 'Manado State University', 'Manado State University', 'Manado State University', 'Manado State University', 'Manado State University', 'Manado State University']","[""Gender and Women's Rights""]","['Pride', 'Prejudice (legal term)', 'Gender studies', 'Gender equality', 'Sociology', 'Gender discrimination', 'Psychology', 'Political science', 'Social psychology', 'Law', 'Economics', 'Demographic economics']"
101,https://doi.org/10.24198/umbara.v6i2.33721,Ketimpangan Gender di Layar Perak: Representasi Perempuan di Film Terlaris Indonesia,2021,5,en,Indonesian Journal of Anthropology,Gender and Women's Rights,['Maghfira Fitra Yuliantini'],['Padjadjaran University'],"[""Gender and Women's Rights"", 'Media, Gender, and Advertising']","['Indonesian', 'Depiction', 'Representation (politics)', 'Gender studies', 'Film industry', 'Gender role', 'Sociology', 'Psychology', 'Political science', 'Art', 'Movie theater', 'Literature', 'Politics', 'Law', 'Linguistics', 'Philosophy']"
102,https://doi.org/10.24239/msw.v14i1.980,KONSEP KESETARAAN GENDER DALAM PEMBANGUNAN DAN PEMBERDAYAAN EKONOMI MASYARAKAT,2022,4,en,Musawa Journal for Gender Studies,Gender and Women's Rights,"['Nur Afni', 'Mohammad Rezal', 'Labandingi Latoki']","['Universitas Alkhairaat', 'Universitas Alkhairaat', 'Universitas Alkhairaat']","[""Gender and Women's Rights"", 'Economic Growth and Fiscal Policies', 'SMEs Development and Digital Marketing']","['Prosperity', 'Inequality', 'Economic Justice', 'Ethnic group', 'Dimension (graph theory)', 'Sociology', 'Gender equality', 'Gender studies', 'Political science', 'Development economics', 'Economic growth', 'Economics', 'Law', 'Anthropology', 'Mathematical analysis', 'Mathematics', 'Pure mathematics']"
103,https://doi.org/10.31958/juris.v22i2.10320,Revisiting ‘Iddah: A Critical Analysis of Gender Equality in Indonesian Feminist Islamic Legal Discourse,2023,5,en,JURIS (Jurnal Ilmiah Syariah),Gender and Women's Rights,"['Fuady Abdullah', 'Nova Anggraini Putri', 'Youssof Salhein']","['Institut Agama Islam Negeri Bengkulu', 'Institut Agama Islam Negeri Bengkulu', 'Hamad bin Khalifa University']","[""Gender and Women's Rights"", 'Legal Studies and Policies', 'Legal and Social Justice Studies']","['Islam', 'Indonesian', 'Emancipation', 'Sharia', 'Law', 'Sociology', 'Political science', 'Subordination (linguistics)', 'Plea', 'Gender studies', 'Ethos', 'Gender equality', 'Feminism', 'Feminist legal theory', 'Politics', 'Philosophy', 'Linguistics', 'Theology']"
104,https://doi.org/10.32699/syariati.v7i2.2112,Kesetaraan Gender Melalui Pendekatan Hermeneutika Gadamer dalam Kajian Q.S. Al-Hujurat Ayat 13,2021,6,id,SYARIATI,Gender and Women's Rights,['Rohatun Nihayah'],"[""Universitas Sains Al-Qur'an""]","[""Gender and Women's Rights"", 'Education and Character Development', 'Islamic Studies and Radicalism']","['Humanities', 'Psychology', 'Philosophy', 'Art']"
105,https://doi.org/10.24090/volksgeist.v4i2.5258,Dinamika Hukum Keluarga Islam dan Isu Gender di Iran: Antara Pemikiran Elit Sekuler dan Ulama Islam,2021,8,en,Volksgeist Jurnal Ilmu Hukum dan Konstitusi,Gender and Women's Rights,"['Fathonah K. Daud', 'Aden Rosadi']","['Sunan Gunung Djati State Islamic University Bandung', 'Sunan Gunung Djati State Islamic University Bandung']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Marriage and Sexual Relationships']","['Islam', 'Sharia', 'Law', 'Family law', 'Marriage law', 'Jurisprudence', 'Political science', 'Sociology', 'Fiqh', 'Theology', 'Philosophy']"
106,https://doi.org/10.15408/empati.v11i2.29751,GENDER BASED VIOLENCE: THE RELATIONSHIP OF LAW AND PATRIARCHY IN INDONESIA,2022,3,id,EMPATI Jurnal Ilmu Kesejahteraan Sosial,Gender and Women's Rights,"['M. Kholis Hamdy', 'M Hudri']","['Syarif Hidayatullah State Islamic University Jakarta', 'Coventry University']","[""Gender and Women's Rights"", 'Indonesian Legal and Regulatory Studies', 'Legal and Social Justice Studies']","['Patriarchy', 'Domestic violence', 'Wife', 'Power (physics)', 'Sociology', 'Gender studies', 'Criminology', 'Political science', 'Poison control', 'Law', 'Human factors and ergonomics', 'Medicine', 'Physics', 'Environmental health', 'Quantum mechanics']"
107,https://doi.org/10.46799/jsa.v1i6.119,Relasi Agama Terhadap Konsep Gender,2020,2,id,Jurnal Syntax Admiration,Gender and Women's Rights,['Nana Sumarna'],['Sunan Gunung Djati State Islamic University Bandung'],"[""Gender and Women's Rights"", 'Legal and Social Justice Studies', 'Islamic Finance and Communication']","['Humanities', 'Philosophy', 'Art', 'Political science']"
108,https://doi.org/10.30983/humanisme.v5i1.3670,The Construction of an Ideal Mother amid the Covid 19 Pandemic: Gender Injustice Experienced by Career Women while Working From Home,2021,8,en,HUMANISMA Journal of Gender Studies,Gender and Women's Rights,['Yelly Elanda'],['Universitas Wijaya Kusuma Surabaya'],"[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Islamic Finance and Communication']","['Ideology', 'Ideal (ethics)', 'Injustice', 'Sociology', 'Pandemic', 'Gender studies', 'Psychology', 'Coronavirus disease 2019 (COVID-19)', 'Social psychology', 'Political science', 'Law', 'Medicine', 'Politics', 'Disease', 'Pathology', 'Infectious disease (medical specialty)']"
109,https://doi.org/10.36312/10.36312/vol2iss6pp248-259,GENDER EMPOWERMENT IN THE FRAMEWORK OF LOCAL WISDOM,2021,2,en,JOURNAL SCIENTIFIC OF MANDALIKA (JSM) e-ISSN 2745-5955 | p-ISSN 2809-0543,Gender and Women's Rights,['Luh Ayu and Made Kembar Sri Budhi Aryani'],['Udayana University'],"[""Gender and Women's Rights""]","['Empowerment', 'Prosperity', 'Welfare', 'Productivity', 'Politics', 'Position (finance)', 'Economic growth', 'Sociology', 'Demographic economics', 'Gender studies', 'Political science', 'Economics', 'Market economy', 'Finance', 'Law']"
110,https://doi.org/10.15575/jis.v2i4.19034,Perspektif Kesetaraan Gender pada Tenaga Kerja Wanita di Kabupaten Bandung Barat,2022,5,id,Jurnal Iman dan Spiritualitas,Gender and Women's Rights,['Yayang Hendri Subagja'],['Sunan Gunung Djati State Islamic University Bandung'],"[""Gender and Women's Rights""]","['Political science', 'Humanities', 'Art']"
111,https://doi.org/10.22373/sjhk.v6i1.12493,The Marriage of Indigenous Peoples of Lampung Saibatin in the Perspective of Islamic Law and Tafsir of Gender Verses,2022,5,en,SAMARAH Jurnal Hukum Keluarga dan Hukum Islam,Gender and Women's Rights,"['Yusuf Baihaqi', 'Abdurrohman Kasdi', 'Umma Farida', 'Helma Maraliza']","['Universitas Islam Negeri Raden Intan Lampung', 'IAIN Kudus', 'IAIN Kudus', 'Universitas Islam Negeri Raden Intan Lampung']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal Studies and Policies']","['Indigenous', 'Islam', 'Harmony (color)', 'Injustice', 'Sociology', 'Marriage law', 'Gender studies', 'Social science', 'Law', 'Political science', 'Geography', 'Art', 'Ecology', 'Archaeology', 'Visual arts', 'Biology']"
112,https://doi.org/10.4108/eai.30-8-2021.2316268,Non-State Actors and SDGs: NGO Challenges in Achieving Gender Equality Within Minangkabau Matrilineal Society,2022,6,en,,Gender and Women's Rights,"['Putiviola Nasir', 'Abdul Halim']","['Sriwijaya University', 'Andalas University']","[""Gender and Women's Rights"", 'Gender Politics and Representation']","['Sustainable development', 'Gender equality', 'Inequality', 'State (computer science)', 'Political science', 'Gender inequality', 'Economic growth', 'Development economics', 'Sociology', 'Gender studies', 'Computer science', 'Economics', 'Law', 'Mathematics', 'Mathematical analysis', 'Algorithm']"
113,https://doi.org/10.24114/jupiis.v12i1.15568,Analisis Peran Gender dalam Pengasuhan Anak pada Keluarga Etnis Jawa dan Sunda di Wilayah Perbatasan,2020,7,en,JUPIIS JURNAL PENDIDIKAN ILMU-ILMU SOSIAL,Gender and Women's Rights,"['Noeranisa Adhadianty Gunawan', 'Nunung Nurwati', 'Bintarsih Sekarningrum']","['Padjadjaran University', 'Padjadjaran University', 'Padjadjaran University']","[""Gender and Women's Rights"", 'Food Security and Socioeconomic Dynamics', 'Child Development and Education']","['Ethnic group', 'Gender studies', 'Sociology', 'Documentation', 'Psychology', 'Anthropology', 'Programming language', 'Computer science']"
114,https://doi.org/10.14421/jrh.v6i1.3039,Konsep Gender dalam Perspektif Islam,2023,2,id,Jurnal Restorasi Hukum,Gender and Women's Rights,"['Adji Pratama Putra', ""Khoirul Ma'arif"", 'Nanda Nabilah Islamiyyah']","['Sunan Kalijaga State Islamic University Yogyakarta', 'Sunan Kalijaga State Islamic University Yogyakarta', 'Sunan Kalijaga State Islamic University Yogyakarta']","[""Gender and Women's Rights"", 'Legal Studies and Policies', 'Marriage and Family Dynamics']","['Islam', 'Normative', 'Sociology', 'Humanities', 'Political science', 'Gender studies', 'Philosophy', 'Theology', 'Law']"
115,https://doi.org/10.1051/shsconf/20208601044,Gender Mainstreaming Through Woman Political Participation at Representative Council in Banten Province,2020,4,en,SHS Web of Conferences,Gender and Women's Rights,"['Ika Arinia Indriyany', 'M Dian Hikmawan', 'Moh. Rizky Godjali']","['Sultan Ageng Tirtayasa University', 'Sultan Ageng Tirtayasa University', 'Sultan Ageng Tirtayasa University']","[""Gender and Women's Rights""]","['Gender mainstreaming', 'Injustice', 'Mainstreaming', 'Political science', 'Politics', 'Gender equity', 'Realm', 'Context (archaeology)', 'Gender studies', 'Gender analysis', 'Gender equality', 'Economic growth', 'Sociology', 'Geography', 'Law', 'Special education', 'Archaeology', 'Economics']"
116,https://doi.org/10.53730/ijhs.v6ns6.10182,Gender equality in political life in Indonesia,2022,2,en,International Journal of Health Sciences,Gender and Women's Rights,"['Ariyanto Ardiansya', 'Sunarwan Sulaiman', 'Nasrullah Nasrullah', 'Maskawati Maskawati']","['Institut Agama Islam Negeri Bengkulu', 'Hasanuddin University', 'Hasanuddin University', 'Institut Agama Islam Negeri Bengkulu']","[""Gender and Women's Rights"", 'Gender Politics and Representation']","['Democratization', 'Injustice', 'Democracy', 'Politics', 'Political science', 'Population', 'Legislature', 'Accountability', 'Terminology', 'Gender studies', 'Sociology', 'Gender mainstreaming', 'Political economy', 'Gender equality', 'Law', 'Linguistics', 'Philosophy', 'Demography']"
117,https://doi.org/10.54437/urwatulwutsqo.v10i1.233,Pendekatan Keadilan Gender Pada Penerapan Iddah Ditinjau Dari Studi Islam,2021,4,en,Urwatul Wutsqo Jurnal Studi Kependidikan dan Keislaman,Gender and Women's Rights,"['Riha Nadhifah Minnuril Jannah', 'Naning Ma’rifatul Faiqoh']","['Sunan Kalijaga State Islamic University Yogyakarta', 'Sunan Kalijaga State Islamic University Yogyakarta']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal Studies and Policies']","['Dehumanization', 'Injustice', 'Islam', 'Legitimacy', 'Humanity', 'Sociology', 'Psychology', 'Social psychology', 'Political science', 'Law', 'Theology', 'Philosophy', 'Anthropology', 'Politics']"
118,https://doi.org/10.30813/bricolage.v7i1.2084,PENERIMAAN PENONTON MENGENAI PERAN GENDER PADA KARAKTER PEREMPUAN DALAM FILM BUMI MANUSIA,2021,5,en,Bricolage Jurnal Magister Ilmu Komunikasi,Gender and Women's Rights,"['Fajar Junaedi', 'Nabila Hilma Mujahidah']","['Muhammadiyah University of Yogyakarta', 'Muhammadiyah University of Yogyakarta']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Diverse Cultural Media Analysis']","['Gender studies', 'Sociology', 'Islam', 'Focus group', 'Political science', 'Art', 'History', 'Anthropology', 'Archaeology']"
119,https://doi.org/10.21154/justicia.v19i1.3705,The Implementation of Gender-Responsive Fiqh: A Study of Model Application of Women-Friendly and Child Care Village in Post-Covid-19 Pandemic,2022,8,id,Justicia Islamica,Gender and Women's Rights,"['Ahmad Muhtadi Anshor', 'Muhammad Muttaqin']","['UIN SATU Tulungagung', 'UIN SATU Tulungagung']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal and Social Justice Studies']","['Fiqh', 'Empowerment', 'Christian ministry', 'Political science', 'Islam', 'Femicide', 'Gender studies', 'Sociology', 'Humanities', 'Criminology', 'Domestic violence', 'Sharia', 'Law', 'Medicine', 'Poison control', 'History', 'Environmental health', 'Suicide prevention', 'Art', 'Archaeology']"
120,https://doi.org/10.22373/equality.v6i2.7750,EPISTEMOLOGI FIQH DAN KONTRIBUSINYA BAGI PENEGUHAN SPIRIT GENDER,2020,3,en,Gender Equality International Journal of Child and Gender Studies,Gender and Women's Rights,"['Moh. Rasyid Bahagia', 'Asyfiyah Fitriani Bahagia']","['Sunan Kalijaga State Islamic University Yogyakarta', 'Sunan Kalijaga State Islamic University Yogyakarta']","[""Gender and Women's Rights"", 'Islamic Studies and Radicalism', 'Education and Character Development']","['Fiqh', 'Islam', 'Obedience', 'Worship', 'Doctrine', 'Construct (python library)', 'Legitimacy', 'Sociology', 'Dehumanization', 'Normative', 'Conformity', 'Gender equality', 'Psychology', 'Gender studies', 'Sharia', 'Law', 'Social psychology', 'Epistemology', 'Philosophy', 'Theology', 'Political science', 'Computer science', 'Anthropology', 'Politics', 'Programming language']"
121,https://doi.org/10.31958/juris.v22i2.9475,The Indigenous Idea of Gender Equality: Husband-Wife Relationship in the Manuscript of Adābul Mu’āsyarah,2023,4,en,JURIS (Jurnal Ilmiah Syariah),Gender and Women's Rights,"['Sheila Fakhria', 'Moh Sholeh Afyuddin', 'Muhammad Nazir Alias']","['Institut Agama Islam Negeri Bengkulu', 'Institut Agama Islam Negeri Bengkulu', 'National University of Malaysia']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Asian Studies and History']","['Wife', 'Phenomenon', 'Gender studies', 'Islam', 'Indigenous', 'Sociology', 'Space (punctuation)', 'Psychology', 'Law', 'Political science', 'Theology', 'Epistemology', 'Philosophy', 'Ecology', 'Linguistics', 'Biology']"
122,https://doi.org/10.21580/sa.v18i1.17269,Kongres Ulama Perempuan Indonesia (KUPI) and Mubādalah Approach in Interpreting the Gender Biased-Qur'anic Verses,2023,5,en,Sawwa Jurnal Studi Gender,Gender and Women's Rights,['Akhmad Arif Junaidi'],['Walisongo State Islamic University'],"[""Gender and Women's Rights"", 'Legal Studies and Policies', 'Legal and Social Justice Studies']","['Interpretation (philosophy)', 'Context (archaeology)', 'Gender relations', 'Sociology', 'Epistemology', 'Gender studies', 'Linguistics', 'History', 'Philosophy', 'Archaeology']"
123,https://doi.org/10.31289/perspektif.v10i1.4274,Kesetaraan Gender dalam Perekrutan Aparatur Sipil Negara Menempati Jabatan Struktural di Pemerintah Daerah Provinsi Nusa Tenggara Timur,2021,8,en,PERSPEKTIF,Gender and Women's Rights,"['Eugenia Natalia Meo', 'Veronika Ina Assan Boro']","['Diponegoro University', 'Universitas Katolik Widya Mandira']","[""Gender and Women's Rights"", 'Public Administration in Developing Nations']","['Injustice', 'Civil servants', 'Government (linguistics)', 'Theme (computing)', 'Documentation', 'State (computer science)', 'Political science', 'Space (punctuation)', 'Social injustice', 'Public administration', 'Sociology', 'Public relations', 'Law', 'Politics', 'Philosophy', 'Linguistics', 'Algorithm', 'Computer science', 'Programming language', 'Operating system']"
124,https://doi.org/10.47577/business.v2i2.6754,Menstrual Leave Policy; Between Gender Sensitivity and Discrimination Against Female Workers,2022,4,en,Technium Business and Management,Gender and Women's Rights,['I Dewa Ayu Widyani'],['Universitas Kristen Indonesia'],"[""Gender and Women's Rights""]","['Normative', 'Human rights', 'Menstrual cycle', 'Political science', 'Psychology', 'Medicine', 'Law', 'Hormone', 'Internal medicine']"
125,https://doi.org/10.30736/adk.v15i2.530,KEADILAN GENDER DALAM ISLAM (Telaah Atas Diskursus Hak Rujuk Perempuan dalam Hukum Keluarga Islam),2021,6,en,AKADEMIKA,Gender and Women's Rights,"['Muhammad Aziz', 'Ahmad Hanif Fahruddin']","['', 'Universitas Islam Lamongan']","[""Gender and Women's Rights"", 'Marriage and Family Dynamics', 'Legal Studies and Policies']","['Criticism', 'Islam', 'Human rights', 'Sociology', 'Gender studies', 'Perspective (graphical)', 'Law', 'Absolute (philosophy)', 'Sharia', 'Political science', 'Theology', 'Philosophy', 'Artificial intelligence', 'Computer science']"
126,https://doi.org/10.25077/jantro.v24.n1.p90-99.2022,"Tragedi dalam Harmoni: Budaya, Gender, dan Kekerasan pada Perempuan di Jawa Barat",2022,5,en,Jurnal Antropologi Isu-Isu Sosial Budaya,Gender and Women's Rights,"['Yulianingsih Yulianingsih', 'Erna Herawati']","['Padjadjaran University', 'Padjadjaran University']","[""Gender and Women's Rights"", 'Legal and Social Justice Studies', 'Marriage and Family Dynamics']","['Neglect', 'Sexual violence', 'Harmony (color)', 'Persecution', 'Domestic violence', 'Qualitative research', 'Psychology', 'Gender studies', 'Socioeconomics', 'Sociology', 'Political science', 'Geography', 'Criminology', 'Poison control', 'Suicide prevention', 'Social science', 'Medicine', 'Art', 'Environmental health', 'Psychiatry', 'Politics', 'Law', 'Visual arts']"
127,https://doi.org/10.25299/medium.2022.vol10(1).9527,Pemaknaan Kesetaraan Gender oleh Penonton dalam Film Mulan,2022,3,id,MEDIUM,Gender and Women's Rights,"['Audhira Nurul Fadilla', 'Dimas Satrio Wijaksono']","['Telkom University', 'Telkom University']","[""Gender and Women's Rights"", 'Diverse Cultural Media Analysis']","['Humanities', 'Reading (process)', 'Art', 'Sociology', 'Linguistics', 'Philosophy']"
128,https://doi.org/10.22515/bg.v5i1.2830,Feminisme dan Anti-Feminisme: Bias Teologi Gender yang di (Salah) Pahami,2020,4,en,BUANA GENDER Jurnal Studi Gender dan Anak,Gender and Women's Rights,['Alfina Hidayah'],['UIN Raden Mas Said Surakarta'],"[""Gender and Women's Rights"", 'Islamic Studies and Radicalism', 'Contemporary Christian Leadership and Education']","['Feminism', 'Injustice', 'Gender studies', 'Sociology', 'Social injustice', 'Political science', 'Law', 'Politics']"
129,https://doi.org/10.22219/sospol.v6i1.11208,Dinamika Kesetaraan Gender di Arab Saudi: Sebuah Harapan Baru di Era Raja Salman,2020,5,en,JURNAL SOSIAL POLITIK,Gender and Women's Rights,"['Nevy Rusmarina Dewi', 'Azza Ihsanul Fikri', 'Afifah Febriani']","['IAIN Kudus', 'IAIN Kudus', 'IAIN Kudus']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Marriage and Family Dynamics']","['Milestone', 'Charter', 'Islam', 'Gender equality', 'Political science', 'Normative', 'Gender studies', 'Politics', 'Position (finance)', 'Gender mainstreaming', 'Perspective (graphical)', 'Sociology', 'Economic growth', 'Law', 'Geography', 'Economics', 'Archaeology', 'Finance', 'Artificial intelligence', 'Computer science']"
130,https://doi.org/10.30736/adk.v16i1.691,IMAN DAN KEADILAN GENDER: Menjawab Legitimasi Pemikiran Kaum Feminis Liberal Tentang Ketidakadilan Gender dalam Islam,2022,2,id,AKADEMIKA,Gender and Women's Rights,"['Nur Sari Wangi', 'A. Halil Thahir']","['UIN Sunan Ampel Surabaya', 'IAIN Palangka Raya']","[""Gender and Women's Rights"", 'Islamic Studies and Radicalism']","['Humanities', 'Islam', 'Political science', 'Theology', 'Philosophy']"
131,https://doi.org/10.30872/jbssb.v4i3.2940,KETIDAKADILAN GENDER TOKOH UTAMA PEREMPUAN DALAM NOVEL STAY WITH ME TONIGHT KARYA SOFI MELONI,2020,5,id,"Ilmu Budaya: Jurnal Bahasa, Sastra, Seni dan Budaya",Gender and Women's Rights,"['Hasmawati Hasmawati', 'Diasrina Dahri', 'Irma Surayya Hanum']","['Mulawarman University', 'Mulawarman University', 'Mulawarman University']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Educational Methods and Media Use']","['Art', 'Humanities']"
132,https://doi.org/10.53769/deiktis.v1i1.119,Ketidakadilan Gender melalui Sastra: Kekerasan terhadap Perempuan dalam Novel Kembang Jepun,2021,4,id,DEIKTIS Jurnal Pendidikan Bahasa dan Sastra,Gender and Women's Rights,['Besse Syukroni Baso'],['Muhammadiyah University of Makassar'],"[""Gender and Women's Rights"", 'Linguistics and Language Analysis', 'Islamic Finance and Communication']","['Humanities', 'Physics', 'Philosophy']"
133,https://doi.org/10.4108/eai.3-8-2021.2315073,Gender Perspective in Customary and Islamic Inheritance Law,2022,2,en,,Gender and Women's Rights,['Wahyuni Retnowulandari'],['Universitas Trisakti'],"[""Gender and Women's Rights"", 'Islamic Finance and Banking Studies', 'Marriage and Family Dynamics']","['Inheritance (genetic algorithm)', 'Islam', 'Sharia', 'Law', 'Plural', 'Perspective (graphical)', 'Political science', 'Indonesian', 'Computer science', 'History', 'Philosophy', 'Linguistics', 'Chemistry', 'Archaeology', 'Artificial intelligence', 'Gene', 'Biochemistry']"
134,https://doi.org/10.22225/scj.5.2.2022.139-145,Legal Assistance by Advocates in Gender Mainstreaming: A Reflection,2022,2,en,Sociological Jurisprudence Journal,Gender and Women's Rights,['Anak Agung Sagung Laksmi Dewi'],['Warmadewa University'],"[""Gender and Women's Rights"", 'Indonesian Legal and Regulatory Studies', 'Legal Studies and Policies']","['Gender mainstreaming', 'Mainstreaming', 'Obligation', 'Political science', 'Law', 'Politics', 'Sociology', 'Gender equality', 'Gender studies', 'Special education']"
135,https://doi.org/10.35508/jikom.v10i1.3772,Identitas Gender Anak dalam Bingkai Komunikasi Orang Tua di Kota Kupang,2021,4,id,Jurnal Communio Jurnal Jurusan Ilmu Komunikasi,Gender and Women's Rights,"['Ferly Tanggu Hana', 'Maria Yulita Nara']","['University of Nusa Cendana', 'University of Nusa Cendana']","[""Gender and Women's Rights"", 'Educational Methods and Impacts', 'Child Development and Education']","['Humanities', 'Art', 'Sociology']"
136,https://doi.org/10.4102/hts.v80i1.8643,Minangkabaunese matrilineal: The correlation between the Qur’an and gender,2024,2,en,HTS Teologiese Studies / Theological Studies,Gender and Women's Rights,"['Halimatussa’diyah Halimatussa’diyah', 'Kusnadi Kusnadi', 'Ai Yeni Yuliyanti', 'Deddy Ilyas', 'Eko Zulfikar']","['Universitas Islam Negeri Raden Fatah Palembang', 'Universitas Islam Negeri Raden Fatah Palembang', 'Sunan Gunung Djati State Islamic University Bandung', 'Universitas Islam Negeri Raden Fatah Palembang', 'Universitas Islam Negeri Raden Intan Lampung']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Marriage and Family Dynamics']","['Islam', 'Inheritance (genetic algorithm)', 'Wife', 'Tribe', 'Patriarchy', 'Sociology', 'Gender studies', 'Context (archaeology)', 'Genealogy', 'Law', 'Political science', 'Geography', 'Anthropology', 'History', 'Biology', 'Genetics', 'Archaeology', 'Gene']"
137,https://doi.org/10.32502/jbs.v4i2.2401,STEREOTIP GENDER DALAM NOVEL MALIK & ELSA KARYA BOY CANDRA,2020,3,id,Jurnal Bindo Sastra,Gender and Women's Rights,['Tania Intan'],['Padjadjaran University'],"[""Gender and Women's Rights"", 'Education, Sociology, Communication Studies', 'Food Security and Socioeconomic Dynamics']","['Humanities', 'Sociology', 'Art', 'Philosophy']"
138,https://doi.org/10.46339/al-wardah.v14i1.244,Antara Khadijah Dan Aisyah (Teladan Moderasi Beragama Persfektif Gender),2020,3,id,AL-WARDAH,Gender and Women's Rights,"['Sugirma Sugirma', 'Agustang K Agustang K']","['Institut Agama Islam Negeri Manado', 'Institut Agama Islam Negeri Manado']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Diverse Cultural Media Analysis']","['Humanities', 'Art']"
139,https://doi.org/10.30742/jisa20220201224,PENYUSUNAN INDEKS PEMBERDAYAAN GENDER DAN INDEKS PEMBANGUNAN KABUPATEN BOJONEGORO,2020,3,id,Jurnal Ilmiah Sosio Agribis,Gender and Women's Rights,['Nugrahini Susantinah Wisnujati'],['Universitas Wijaya Kusuma Surabaya'],"[""Gender and Women's Rights"", 'Economic Growth and Fiscal Policies', 'Food Security and Socioeconomic Dynamics']","['Socioeconomics', 'Sociology']"
140,https://doi.org/10.37680/muharrik.v5i2.1608,Gender Equality in Islamic Organizations: A Study on PBNU,2022,2,en,MUHARRIK Jurnal Dakwah dan Sosial,Gender and Women's Rights,"['Reka Gunawan', 'Nurul Hariani', 'Alfan Taufiqi', 'Ali Hameed Aziz', 'Sokhi Huda']","['UIN Sunan Ampel Surabaya', 'UIN Sunan Ampel Surabaya', 'UIN Sunan Ampel Surabaya', 'UIN Sunan Ampel Surabaya', 'UIN Sunan Ampel Surabaya']","[""Gender and Women's Rights"", 'Islamic Finance and Communication', 'Sustainability, Governance, and Employment Studies']","['Islam', 'Gender equality', 'Institution', 'Politics', 'Political science', 'Social organization', 'Competition (biology)', 'Perspective (graphical)', 'Field (mathematics)', 'Public relations', 'Dynamics (music)', 'Period (music)', 'Social dynamics', 'Field research', 'Gender studies', 'Sociology', 'Social science', 'Law', 'Ecology', 'Philosophy', 'Pedagogy', 'Physics', 'Theology', 'Mathematics', 'Artificial intelligence', 'Computer science', 'Acoustics', 'Pure mathematics', 'Biology']"
141,https://doi.org/10.33059/jsnbl.v10i2.6360,Kesetaraan Gender: Sebuah Tijauan Teori Feminisme,2022,2,id,SEUNEUBOK LADA Jurnal ilmu-ilmu Sejarah Sosial Budaya dan Kependidikan,Gender and Women's Rights,"['Guntur Arie Wibowo', 'Chairuddin Chairuddin', 'Aulia Rahman', 'Riyadi Riyadi']","['', 'Samudra University', 'Samudra University', 'Universitas Negeri Surabaya']","[""Gender and Women's Rights""]",['Geography']
142,https://doi.org/10.2991/assehr.k.200728.037,Social Role and Gender Equality in the Gender Mainstreaming Era: The Meaning of Subjectivity Study of Female Students Perception in Jakarta State University,2020,2,en,,Gender and Women's Rights,['Wuri Handayani'],['Yogyakarta State University'],"[""Gender and Women's Rights"", 'Education, Sociology, Communication Studies']","['Subjectivity', 'Meaning (existential)', 'Perception', 'Mainstreaming', 'Gender mainstreaming', 'State (computer science)', 'Gender studies', 'Sociology', 'Social psychology', 'Psychology', 'Gender equality', 'Computer science', 'Pedagogy', 'Epistemology', 'Philosophy', 'Special education', 'Algorithm', 'Neuroscience', 'Psychotherapist']"
